crash_date,crash_time,borough,zip_code,latitude,longitude,location,on_street_name,off_street_name,cross_street_name,number_of_persons_injured,number_of_persons_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,contributing_factor_vehicle_1,contributing_factor_vehicle_2,collision_id,vehicle_type_code1,vehicle_type_code2,day_of_week,month,is_weekend,year
2021-09-03,17,BROOKLYN,11231.0,40.6843,-73.99724,"
,  
(40.6843, -73.99724)",CLINTON STREET,DE GRAW STREET,Unknown,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,4456941,Station Wagon/Sport Utility Vehicle,DL,Friday,September,0,2021
2021-07-08,12,BROOKLYN,11207.0,40.767612,-73.950005,"
,  
(40.767612, -73.950005)",FDR DRIVE,Unknown,Unknown,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,4456691,Taxi,Pick-up Truck,Thursday,July,0,2021
2021-08-23,11,BROOKLYN,11207.0,40.80066,-73.9544,"
,  
(40.80066, -73.9544)",7 AVENUE,Unknown,Unknown,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,Unknown,4456765,Station Wagon/Sport Utility Vehicle,Unknown,Monday,August,0,2021
2021-09-11,21,BRONX,10469.0,40.87645,-73.848175,"
,  
(40.87645, -73.848175)",BOSTON ROAD,FENTON AVENUE,Unknown,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,4456435,Sedan,Station Wagon/Sport Utility Vehicle,Saturday,September,1,2021
2021-09-11,11,QUEENS,11373.0,40.737865,-73.876144,"
,  
(40.737865, -73.876144)",Unknown,Unknown,87-46     52 AVENUE,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,4456181,Sedan,Sedan,Saturday,September,1,2021
2021-09-06,10,BROOKLYN,11207.0,40.764103,-73.93277,"
,  
(40.764103, -73.93277)",21 STREET,33 ROAD,Unknown,1,0,0,0,0,0,1,0,Reaction to Uninvolved Vehicle,Unspecified,4456550,Sedan,Sedan,Monday,September,0,2021
2021-07-08,15,BROOKLYN,11207.0,40.66735,-73.76994,"
,  
(40.66735, -73.76994)",BELT PARKWAY,Unknown,Unknown,1,0,0,0,0,0,1,0,Other Vehicular,Following Too Closely,4456615,Sedan,Sedan,Thursday,July,0,2021
2021-07-07,23,BROOKLYN,11207.0,40.824265,-73.95642,"
,  
(40.824265, -73.95642)",HENRY HUDSON PARKWAY,Unknown,Unknown,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,4456647,Sedan,Unknown,Wednesday,July,0,2021
2021-09-11,6,BROOKLYN,11207.0,40.702045,-73.9156,"
,  
(40.702045, -73.9156)",GREENE AVENUE,Unknown,Unknown,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,4455820,Sedan,Sedan,Saturday,September,1,2021
2021-09-07,12,BROOKLYN,11207.0,40.85306,-73.931,"
,  
(40.85306, -73.931)",SAINT NICHOLAS AVENUE,Unknown,Unknown,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,Unknown,4456845,Sedan,Unknown,Tuesday,September,0,2021
2021-07-08,9,BROOKLYN,11207.0,40.697315,-73.932274,"
,  
(40.697315, -73.932274)",BUSHWICK AVENUE,Unknown,Unknown,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,4456586,Station Wagon/Sport Utility Vehicle,Sedan,Thursday,July,0,2021
2021-09-11,6,BROOKLYN,11207.0,40.679344,-73.859535,"
,  
(40.679344, -73.859535)",LIBERTY AVENUE,Unknown,Unknown,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,4456718,Sedan,Sedan,Saturday,September,1,2021
2021-09-11,17,QUEENS,11435.0,40.708923,-73.81877,"
,  
(40.708923, -73.81877)",Unknown,Unknown,137-65    QUEENS BOULEVARD,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4456821,Sedan,Station Wagon/Sport Utility Vehicle,Saturday,September,1,2021
2021-07-08,17,STATEN ISLAND,10304.0,40.60203,-74.09572,"
,  
(40.60203, -74.09572)",ROME AVENUE,UPTON STREET,Unknown,1,0,0,0,0,0,1,0,Lost Consciousness,Unspecified,4456608,Sedan,Sedan,Thursday,July,0,2021
2021-09-10,3,BROOKLYN,11207.0,40.693787,-73.81173,"
,  
(40.693787, -73.81173)",VAN WYCK EXPWY,Unknown,Unknown,1,0,0,0,0,0,1,0,Unsafe Speed,Unspecified,4456531,Station Wagon/Sport Utility Vehicle,Unknown,Friday,September,0,2021
2021-09-11,5,BRONX,10459.0,40.826767,-73.888855,"
,  
(40.826767, -73.888855)",EAST 167 STREET,BRYANT AVENUE,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4455832,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Saturday,September,1,2021
2021-09-09,11,STATEN ISLAND,10306.0,40.56692,-74.116234,"
,  
(40.56692, -74.116234)",CLAWSON STREET,PRINCETON AVENUE,Unknown,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,4456735,Sedan,Station Wagon/Sport Utility Vehicle,Thursday,September,0,2021
2021-09-11,17,BROOKLYN,11228.0,40.623913,-74.00726,"
,  
(40.623913, -74.00726)",12 AVENUE,71 STREET,Unknown,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4456734,Sedan,Station Wagon/Sport Utility Vehicle,Saturday,September,1,2021
2021-09-11,22,BROOKLYN,11207.0,40.592422,-73.99508,"
,  
(40.592422, -73.99508)",BELT PARKWAY,Unknown,Unknown,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,4455983,Sedan,Station Wagon/Sport Utility Vehicle,Saturday,September,1,2021
2021-09-11,7,BROOKLYN,11207.0,40.6783,-73.88988,"
,  
(40.6783, -73.88988)",FULTON STREET,SCHENCK AVENUE,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unknown,4456323,Sedan,Unknown,Saturday,September,1,2021
2021-09-10,17,QUEENS,11372.0,40.748962,-73.89176,"
,  
(40.748962, -73.89176)",74 STREET,37 AVENUE,Unknown,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4456889,Sedan,Station Wagon/Sport Utility Vehicle,Friday,September,0,2021
2021-07-08,11,BROOKLYN,11236.0,40.631508,-73.90506,"
,  
(40.631508, -73.90506)",Unknown,Unknown,1222      EAST 83 STREET,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,4456679,Sedan,Sedan,Thursday,July,0,2021
2021-09-11,21,BROOKLYN,11207.0,40.677322,-73.790955,"
,  
(40.677322, -73.790955)",SUTPHIN BOULEVARD,Unknown,Unknown,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,4456373,Station Wagon/Sport Utility Vehicle,Sedan,Saturday,September,1,2021
2022-03-26,10,BROOKLYN,11207.0,40.57666,-73.965836,"
,  
(40.57666, -73.965836)",BRIGHTON BEACH AVENUE,Unknown,Unknown,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,4513885,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Saturday,March,1,2022
2021-09-11,19,BROOKLYN,11207.0,40.804585,-73.94782,"
,  
(40.804585, -73.94782)",WEST 120 STREET,Unknown,Unknown,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,4456758,Taxi,Bike,Saturday,September,1,2021
2021-09-11,22,BRONX,10452.0,40.832916,-73.92939,"
,  
(40.832916, -73.92939)",OGDEN AVENUE,WEST 164 STREET,Unknown,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,4456498,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Saturday,September,1,2021
2021-09-11,15,QUEENS,11428.0,40.722515,-73.73332,"
,  
(40.722515, -73.73332)",222 STREET,93 ROAD,Unknown,1,0,1,0,0,0,0,0,Unspecified,Unknown,4455941,Sedan,Unknown,Saturday,September,1,2021
2021-09-10,10,QUEENS,11419.0,40.692127,-73.83484,"
,  
(40.692127, -73.83484)",ATLANTIC AVENUE,111 STREET,Unknown,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Unsafe Speed,4456778,Sedan,Sedan,Friday,September,0,2021
2021-09-11,0,BRONX,10474.0,40.807537,-73.8798,"
,  
(40.807537, -73.8798)",HALLECK STREET,VIELE AVENUE,Unknown,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,4455883,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Saturday,September,1,2021
2021-07-06,15,BRONX,10467.0,40.878128,-73.86944,"
,  
(40.878128, -73.86944)",BRONX BOULEVARD,EAST GUN HILL ROAD,Unknown,0,0,0,0,0,0,0,0,Other Vehicular,Unknown,4456627,Station Wagon/Sport Utility Vehicle,Unknown,Tuesday,July,0,2021
2021-07-09,4,BROOKLYN,11207.0,40.75777,-73.854164,"
,  
(40.75777, -73.854164)",GRAND CENTRAL PKWY,Unknown,Unknown,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4456640,Sedan,Sedan,Friday,July,0,2021
2021-09-10,8,BROOKLYN,11212.0,40.6569,-73.907486,"
,  
(40.6569, -73.907486)",Unknown,Unknown,940       ROCKAWAY AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4456812,Sedan,Bus,Friday,September,0,2021
2021-09-11,11,BROOKLYN,11207.0,40.845024,-73.92632,"
,  
(40.845024, -73.92632)",CROSS BRONX EXPY,Unknown,Unknown,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,4455924,Station Wagon/Sport Utility Vehicle,Sedan,Saturday,September,1,2021
2021-09-11,18,BRONX,10459.0,40.817795,-73.89319,"
,  
(40.817795, -73.89319)",BRUCKNER BOULEVARD,TIFFANY STREET,Unknown,1,0,0,0,0,0,1,0,Unspecified,Unspecified,4455894,Station Wagon/Sport Utility Vehicle,Refrigerated Van,Saturday,September,1,2021
2021-07-02,7,BROOKLYN,11207.0,40.81915,-73.93062,"
,  
(40.81915, -73.93062)",MAJOR DEEGAN EXPRESSWAY,Unknown,Unknown,1,0,0,0,0,0,1,0,Driver Inexperience,Unspecified,4456596,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Friday,July,0,2021
2021-09-06,13,STATEN ISLAND,10314.0,40.591778,-74.12734,"
,  
(40.591778, -74.12734)",Unknown,Unknown,1466      MANOR ROAD,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,4456742,Sedan,Unknown,Monday,September,0,2021
2021-09-11,5,QUEENS,11101.0,40.753994,-73.94244,"
,  
(40.753994, -73.94244)",21 STREET,41 AVENUE,Unknown,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,4455969,Station Wagon/Sport Utility Vehicle,Sedan,Saturday,September,1,2021
2021-09-11,12,MANHATTAN,10012.0,40.724846,-73.999,"
,  
(40.724846, -73.999)",Unknown,Unknown,101       PRINCE STREET,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Other Vehicular,4455841,Station Wagon/Sport Utility Vehicle,Bike,Saturday,September,1,2021
2021-07-09,12,BROOKLYN,11207.0,40.822933,-73.93813,"
,  
(40.822933, -73.93813)",WEST 147 STREET,Unknown,Unknown,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,4456711,Box Truck,Sedan,Friday,July,0,2021
2021-09-11,13,BROOKLYN,11207.0,40.680477,-73.951164,"
,  
(40.680477, -73.951164)",FULTON STREET,Unknown,Unknown,1,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,4456154,Sedan,E-Scooter,Saturday,September,1,2021
2021-09-11,15,BROOKLYN,11203.0,40.648243,-73.929,"
,  
(40.648243, -73.929)",TILDEN AVENUE,EAST 51 STREET,Unknown,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,4456204,Sedan,Sedan,Saturday,September,1,2021
2021-07-08,15,BROOKLYN,11236.0,40.64366,-73.90067,"
,  
(40.64366, -73.90067)",ROCKAWAY PARKWAY,FLATLANDS AVENUE,Unknown,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,Unknown,4456683,Sedan,Unknown,Thursday,July,0,2021
2021-07-09,11,BROOKLYN,11207.0,40.6843,-73.94121,"
,  
(40.6843, -73.94121)",JEFFERSON AVENUE,Unknown,Unknown,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,4456696,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Friday,July,0,2021
2021-09-02,10,BROOKLYN,11207.0,40.602425,-74.091354,"
,  
(40.602425, -74.091354)",TARGEE STREET,Unknown,Unknown,1,0,0,0,0,0,1,0,Lost Consciousness,Unspecified,4456521,Sedan,Sedan,Thursday,September,0,2021
2021-09-07,17,BROOKLYN,11225.0,40.662037,-73.95077,"
,  
(40.662037, -73.95077)",Unknown,Unknown,1065      NOSTRAND AVENUE,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,4456865,Flat Bed,Station Wagon/Sport Utility Vehicle,Tuesday,September,0,2021
2021-09-11,19,BROOKLYN,11217.0,40.68164,-73.98568,"
,  
(40.68164, -73.98568)",NEVINS STREET,BUTLER STREET,Unknown,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,4456389,Taxi,Station Wagon/Sport Utility Vehicle,Saturday,September,1,2021
2021-09-11,10,MANHATTAN,10128.0,40.781315,-73.94614,"
,  
(40.781315, -73.94614)",1 AVENUE,EAST 93 STREET,Unknown,0,0,0,0,0,0,0,0,Backing Unsafely,Unknown,4456512,Station Wagon/Sport Utility Vehicle,Unknown,Saturday,September,1,2021
2021-09-11,14,BROOKLYN,11207.0,40.74498,-73.89325,"
,  
(40.74498, -73.89325)",72 STREET,41 AVENUE,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unknown,4455860,Station Wagon/Sport Utility Vehicle,Unknown,Saturday,September,1,2021
2021-08-29,0,BROOKLYN,11207.0,40.6117,-74.13918,"
,  
(40.6117, -74.13918)",VICTORY BOULEVARD,HARVEY AVENUE,Unknown,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,4456782,Motorcycle,Station Wagon/Sport Utility Vehicle,Sunday,August,1,2021
2021-09-11,23,BROOKLYN,11234.0,40.616295,-73.92991,"
,  
(40.616295, -73.92991)",FLATBUSH AVENUE,AVENUE O,Unknown,0,0,0,0,0,0,0,0,Unsafe Speed,Passing or Lane Usage Improper,4455949,Station Wagon/Sport Utility Vehicle,Sedan,Saturday,September,1,2021
2021-09-11,1,QUEENS,11356.0,40.78322,-73.84586,"
,  
(40.78322, -73.84586)",18 AVENUE,COLLEGE POINT BOULEVARD,Unknown,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,4456097,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Saturday,September,1,2021
2021-07-08,17,BRONX,10469.0,40.87122,-73.83709,"
,  
(40.87122, -73.83709)",Unknown,Unknown,1851      ADEE AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4456623,Sedan,Unknown,Thursday,July,0,2021
2021-09-09,11,QUEENS,11416.0,40.680077,-73.852684,"
,  
(40.680077, -73.852684)",86 STREET,103 AVENUE,Unknown,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,4456775,Sedan,Station Wagon/Sport Utility Vehicle,Thursday,September,0,2021
2021-07-06,19,BRONX,10457.0,40.843384,-73.88987,"
,  
(40.843384, -73.88987)",Unknown,Unknown,1908      PROSPECT AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4456664,Sedan,Unknown,Tuesday,July,0,2021
2021-09-11,17,BROOKLYN,11207.0,40.680023,-73.794624,"
,  
(40.680023, -73.794624)",146 STREET,Unknown,Unknown,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,4456370,Sedan,Sedan,Saturday,September,1,2021
2021-07-06,18,BROOKLYN,11222.0,40.72937,-73.955444,"
,  
(40.72937, -73.955444)",Unknown,Unknown,133       MILTON STREET,0,0,0,0,0,0,0,0,Obstruction/Debris,Unknown,4456567,Sedan,Unknown,Tuesday,July,0,2021
2021-07-05,17,BROOKLYN,11208.0,40.683754,-73.88565,"
,  
(40.683754, -73.88565)",ELTON STREET,JAMAICA AVENUE,Unknown,0,0,0,0,0,0,0,0,Driver Inexperience,Unknown,4456628,E-Bike,Unknown,Monday,July,0,2021
2021-09-11,9,BROOKLYN,11207.0,40.70413,-73.76984,"
,  
(40.70413, -73.76984)",DUNLOP AVENUE,Unknown,Unknown,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,4456844,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Saturday,September,1,2021
2021-09-11,21,BROOKLYN,11223.0,40.609985,-73.96239,"
,  
(40.609985, -73.96239)",AVENUE P,CONEY ISLAND AVENUE,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unknown,4455985,Sedan,Unknown,Saturday,September,1,2021
2021-07-09,6,BROOKLYN,11208.0,40.673676,-73.86576,"
,  
(40.673676, -73.86576)",SUTTER AVENUE,SHERIDAN AVENUE,Unknown,1,0,1,0,0,0,0,0,View Obstructed/Limited,Unknown,4456655,Sedan,Unknown,Friday,July,0,2021
2021-09-11,21,MANHATTAN,10168.0,40.751442,-73.97606,"
,  
(40.751442, -73.97606)",LEXINGTON AVENUE,EAST 42 STREET,Unknown,1,0,0,0,0,0,1,0,Unspecified,Unspecified,4456058,Station Wagon/Sport Utility Vehicle,Bus,Saturday,September,1,2021
2021-07-08,14,BRONX,10464.0,40.86514,-73.801544,"
,  
(40.86514, -73.801544)",Unknown,Unknown,1         ORCHARD BEACH ROAD,1,0,0,0,0,0,1,0,Unspecified,Unspecified,4456600,Sedan,Sedan,Thursday,July,0,2021
2021-09-11,18,QUEENS,11375.0,40.72218,-73.84406,"
,  
(40.72218, -73.84406)",Unknown,Unknown,70-31     108 STREET,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,4455907,Sedan,Sedan,Saturday,September,1,2021
2021-09-11,15,MANHATTAN,10035.0,40.797924,-73.9296,"
,  
(40.797924, -73.9296)",Unknown,Unknown,90        PALADINO AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unknown,4456549,Station Wagon/Sport Utility Vehicle,Unknown,Saturday,September,1,2021
2021-09-05,16,BROOKLYN,11207.0,40.626373,-73.99754,"
,  
(40.626373, -73.99754)",62 STREET,Unknown,Unknown,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,4456897,Sedan,Station Wagon/Sport Utility Vehicle,Sunday,September,1,2021
2021-09-11,5,BROOKLYN,11207.0,40.883133,-73.882095,"
,  
(40.883133, -73.882095)",WEST GUN HILL ROAD,Unknown,Unknown,1,0,0,0,0,0,1,0,Lost Consciousness,Unspecified,4456407,Sedan,Sedan,Saturday,September,1,2021
2021-09-11,12,BRONX,10470.0,40.90222,-73.85589,"
,  
(40.90222, -73.85589)",Unknown,Unknown,4526      BRONX BOULEVARD,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Unspecified,4456480,Sedan,Unknown,Saturday,September,1,2021
2021-09-10,12,QUEENS,11366.0,40.72717,-73.78739,"
,  
(40.72717, -73.78739)",UNION TURNPIKE,181 STREET,Unknown,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,4456829,Motorcycle,Sedan,Friday,September,0,2021
2021-06-26,10,QUEENS,11691.0,40.600792,-73.76711,"
,  
(40.600792, -73.76711)",Unknown,Unknown,31-29     DWIGHT AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4456660,Station Wagon/Sport Utility Vehicle,Sedan,Saturday,June,1,2021
2021-07-01,21,BROOKLYN,11207.0,40.84434,-73.91475,"
,  
(40.84434, -73.91475)",JEROME AVENUE,Unknown,Unknown,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,4456715,Sedan,Sedan,Thursday,July,0,2021
2021-04-16,17,BROOKLYN,11233.0,40.67922,-73.90405,"
,  
(40.67922, -73.90405)",BROADWAY,CONWAY STREET,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unknown,4408080,Sedan,Unknown,Friday,April,0,2021
2021-09-11,13,MANHATTAN,10035.0,40.802982,-73.93815,"
,  
(40.802982, -73.93815)",Unknown,Unknown,129       EAST 123 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4456543,Taxi,Station Wagon/Sport Utility Vehicle,Saturday,September,1,2021
2021-07-04,0,BROOKLYN,11222.0,40.731544,-73.955315,"
,  
(40.731544, -73.955315)",Unknown,Unknown,145       JAVA STREET,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,Unknown,4456592,Sedan,Unknown,Sunday,July,1,2021
2021-09-11,2,QUEENS,11420.0,40.683323,-73.80648,"
,  
(40.683323, -73.80648)",Unknown,Unknown,111-48    VANWYCK EXPRESSWAY,1,0,1,0,0,0,0,0,Unsafe Speed,Unknown,4456140,Station Wagon/Sport Utility Vehicle,Unknown,Saturday,September,1,2021
2021-07-04,21,BROOKLYN,11222.0,40.732006,-73.95795,"
,  
(40.732006, -73.95795)",FRANKLIN STREET,INDIA STREET,Unknown,1,0,0,0,1,0,0,0,Alcohol Involvement,Unspecified,4456577,Sedan,E-Bike,Sunday,July,1,2021
2021-09-11,18,BROOKLYN,11212.0,40.6544,-73.92044,"
,  
(40.6544, -73.92044)",LINDEN BOULEVARD,EAST 91 STREET,Unknown,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,4456200,Sedan,Sedan,Saturday,September,1,2021
2021-07-02,16,QUEENS,11692.0,40.589592,-73.786385,"
,  
(40.589592, -73.786385)",Unknown,Unknown,57-07     SHORE FRONT PARKWAY,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,4456687,Sedan,Sedan,Friday,July,0,2021
2021-09-11,15,BROOKLYN,11207.0,40.736164,-73.97891,"
,  
(40.736164, -73.97891)",EAST 22 STREET,Unknown,Unknown,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Other Vehicular,4456076,Bike,Sedan,Saturday,September,1,2021
2021-07-03,10,QUEENS,11691.0,40.59723,-73.76237,"
,  
(40.59723, -73.76237)",DEERFIELD ROAD,BEACH 29 STREET,Unknown,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,4456692,Station Wagon/Sport Utility Vehicle,Sedan,Saturday,July,1,2021
2021-09-11,14,BROOKLYN,11231.0,40.67393,-73.999954,"
,  
(40.67393, -73.999954)",HAMILTON AVENUE,COURT STREET,Unknown,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Driver Inattention/Distraction,4456921,Sedan,Sedan,Saturday,September,1,2021
2021-09-11,2,BROOKLYN,11207.0,40.840153,-73.88572,"
,  
(40.840153, -73.88572)",CROSS BRONX EXPY,Unknown,Unknown,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,4456350,Station Wagon/Sport Utility Vehicle,4 dr sedan,Saturday,September,1,2021
2021-09-11,23,BROOKLYN,11207.0,40.599503,-74.067116,"
,  
(40.599503, -74.067116)",HASTINGS STREET,Unknown,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unknown,4456751,Sedan,Unknown,Saturday,September,1,2021
2021-07-04,8,BRONX,10473.0,40.822456,-73.868065,"
,  
(40.822456, -73.868065)",Unknown,Unknown,851       NOBLE AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unknown,4456619,Sedan,Unknown,Sunday,July,1,2021
2021-09-11,15,BROOKLYN,11223.0,40.59841,-73.97592,"
,  
(40.59841, -73.97592)",Unknown,Unknown,2014      WEST 4 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4456001,Station Wagon/Sport Utility Vehicle,Unknown,Saturday,September,1,2021
2021-09-11,14,QUEENS,11421.0,40.697083,-73.85476,"
,  
(40.697083, -73.85476)",Unknown,Unknown,84-22     91 STREET,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,4456560,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Saturday,September,1,2021
2021-07-08,6,BRONX,10470.0,40.896385,-73.87246,"
,  
(40.896385, -73.87246)",Unknown,Unknown,4203      ONEIDA AVENUE,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,4456632,Sedan,Sedan,Thursday,July,0,2021
2021-08-11,0,BROOKLYN,11207.0,40.695637,-73.80372,"
,  
(40.695637, -73.80372)",105 AVENUE,Unknown,Unknown,0,0,0,0,0,0,0,0,Unsafe Speed,Unknown,4456853,Sedan,Unknown,Wednesday,August,0,2021
2021-09-11,9,BROOKLYN,11207.0,40.69982,-73.996254,"
,  
(40.69982, -73.996254)",BROOKLYN QUEENS EXPRESSWAY,Unknown,Unknown,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,4456250,Station Wagon/Sport Utility Vehicle,Sedan,Saturday,September,1,2021
2021-09-11,16,BROOKLYN,11207.0,40.590313,-74.09794,"
,  
(40.590313, -74.09794)",JEFFERSON STREET,Unknown,Unknown,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,4456750,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Saturday,September,1,2021
2021-09-11,18,BROOKLYN,11207.0,40.787544,-73.82394,"
,  
(40.787544, -73.82394)",WHITESTONE EXPRESSWAY,Unknown,Unknown,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,4456089,Sedan,Station Wagon/Sport Utility Vehicle,Saturday,September,1,2021
2021-09-11,2,BROOKLYN,11208.0,40.67539,-73.88113,"
,  
(40.67539, -73.88113)",SHEPHERD AVENUE,GLENMORE AVENUE,Unknown,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4456279,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Saturday,September,1,2021
2021-09-07,8,STATEN ISLAND,10301.0,40.634007,-74.07516,"
,  
(40.634007, -74.07516)",Unknown,Unknown,331       BAY STREET,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,4456768,E-Bike,Sedan,Tuesday,September,0,2021
2021-09-11,13,QUEENS,11373.0,40.73844,-73.88628,"
,  
(40.73844, -73.88628)",Unknown,Unknown,77-00     QUEENS BOULEVARD,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,4456183,Sedan,Sedan,Saturday,September,1,2021
2021-07-08,11,BROOKLYN,11207.0,40.60855,-74.13216,"
,  
(40.60855, -74.13216)",BRADLEY AVENUE,NORTH GANNON AVENUE,Unknown,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,4456582,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Thursday,July,0,2021
2021-09-11,14,BROOKLYN,11207.0,40.58573,-74.16865,"
,  
(40.58573, -74.16865)",Unknown,Unknown,2505      RICHMOND AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4456789,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Saturday,September,1,2021
2021-09-11,7,BROOKLYN,11229.0,40.599907,-73.94664,"
,  
(40.599907, -73.94664)",BEDFORD AVENUE,AVENUE U,Unknown,1,0,0,0,0,0,1,0,Unspecified,Unspecified,4455757,Sedan,Station Wagon/Sport Utility Vehicle,Saturday,September,1,2021
2021-07-08,15,MANHATTAN,10035.0,40.806713,-73.93782,"
,  
(40.806713, -73.93782)",Unknown,Unknown,1871      PARK AVENUE,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,4456604,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Thursday,July,0,2021
