crash_date,crash_time,borough,zip_code,latitude,longitude,location,on_street_name,off_street_name,cross_street_name,number_of_persons_injured,number_of_persons_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,contributing_factor_vehicle_1,contributing_factor_vehicle_2,collision_id,vehicle_type_code1,vehicle_type_code2,day_of_week,month,is_weekend,year
2021-04-14,19,QUEENS,11385.0,40.70399,-73.85589,"
,  
(40.70399, -73.85589)",WOODHAVEN BOULEVARD,82 AVENUE,Unknown,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,4407380,Station Wagon/Sport Utility Vehicle,Multi-Wheeled Vehicle,Wednesday,April,0,2021
2021-04-16,21,BROOKLYN,11226.0,40.649788,-73.9622,"
,  
(40.649788, -73.9622)",CHURCH AVENUE,SAINT PAULS PLACE,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4408037,Sedan,Bike,Friday,April,0,2021
2021-04-11,11,QUEENS,11435.0,40.69507,-73.80114,"
,  
(40.69507, -73.80114)",Unknown,Unknown,106-44    150 STREET,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,4408416,Station Wagon/Sport Utility Vehicle,Unknown,Sunday,April,1,2021
2021-04-15,9,MANHATTAN,10024.0,40.788673,-73.97136,"
,  
(40.788673, -73.97136)",Unknown,Unknown,109       WEST 89 STREET,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,4407549,Sedan,Box Truck,Thursday,April,0,2021
2021-04-15,13,BROOKLYN,11207.0,40.847897,-73.92499,"
,  
(40.847897, -73.92499)",MAJOR DEEGAN EXPRESSWAY,Unknown,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4408002,Sedan,Sedan,Thursday,April,0,2021
2021-04-14,11,BROOKLYN,11221.0,40.68896,-73.93326,"
,  
(40.68896, -73.93326)",STUYVESANT AVENUE,QUINCY STREET,Unknown,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,4408227,Taxi,Sedan,Wednesday,April,0,2021
2021-04-13,7,BROOKLYN,11207.0,40.695377,-73.94921,"
,  
(40.695377, -73.94921)",MYRTLE AVENUE,Unknown,Unknown,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,4408262,Station Wagon/Sport Utility Vehicle,Sedan,Tuesday,April,0,2021
2021-04-16,18,BRONX,10467.0,40.880657,-73.877625,"
,  
(40.880657, -73.877625)",EAST GUN HILL ROAD,WAYNE AVENUE,Unknown,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,4407897,Station Wagon/Sport Utility Vehicle,Unknown,Friday,April,0,2021
2021-04-16,21,BROOKLYN,11207.0,40.828114,-73.93107,"
,  
(40.828114, -73.93107)",MAJOR DEEGAN EXPRESSWAY,Unknown,Unknown,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Following Too Closely,4408187,Sedan,Tractor Truck Gasoline,Friday,April,0,2021
2021-04-16,10,BROOKLYN,11207.0,40.781265,-73.97599,"
,  
(40.781265, -73.97599)",COLUMBUS AVENUE,Unknown,Unknown,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,Unknown,4407975,Sedan,Unknown,Friday,April,0,2021
2021-04-16,20,MANHATTAN,10033.0,40.848736,-73.93234,"
,  
(40.848736, -73.93234)",WEST 181 STREET,AUDUBON AVENUE,Unknown,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,4408164,Sedan,Sedan,Friday,April,0,2021
2021-04-15,22,BROOKLYN,11212.0,40.65989,-73.90536,"
,  
(40.65989, -73.90536)",NEWPORT STREET,WATKINS STREET,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unknown,4408085,Sedan,Unknown,Thursday,April,0,2021
2021-04-16,18,BROOKLYN,11207.0,40.748436,-73.984566,"
,  
(40.748436, -73.984566)",5 AVENUE,Unknown,Unknown,1,0,0,0,1,0,0,0,Unsafe Lane Changing,Unspecified,4408250,Sedan,E-Bike,Friday,April,0,2021
2021-04-15,12,BROOKLYN,11229.0,40.61033,-73.95932,"
,  
(40.61033, -73.95932)",Unknown,Unknown,1411      AVENUE P,1,0,0,0,0,0,1,0,Unsafe Lane Changing,Unspecified,4408028,Sedan,Sedan,Thursday,April,0,2021
2021-04-14,12,QUEENS,11101.0,40.752556,-73.92972,"
,  
(40.752556, -73.92972)",38 AVENUE,34 STREET,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4407580,Sedan,Sedan,Wednesday,April,0,2021
2021-04-14,20,BROOKLYN,11207.0,40.829697,-73.91313,"
,  
(40.829697, -73.91313)",TELLER AVENUE,Unknown,Unknown,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,Unknown,4408302,Sedan,Unknown,Wednesday,April,0,2021
2021-04-14,2,MANHATTAN,10002.0,40.718826,-73.98424,"
,  
(40.718826, -73.98424)",ATTORNEY STREET,RIVINGTON STREET,Unknown,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,4407400,Sedan,Unknown,Wednesday,April,0,2021
2021-04-16,12,BROOKLYN,11203.0,40.65241,-73.9264,"
,  
(40.65241, -73.9264)",Unknown,Unknown,5403      CHURCH AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4408128,Station Wagon/Sport Utility Vehicle,Unknown,Friday,April,0,2021
2021-04-15,15,BROOKLYN,11207.0,40.852673,-73.919106,"
,  
(40.852673, -73.919106)",UNDERCLIFF AVENUE,SEDGWICK AVENUE,Unknown,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,4408194,Station Wagon/Sport Utility Vehicle,Sedan,Thursday,April,0,2021
2021-04-16,15,BROOKLYN,11207.0,40.851555,-73.952446,"
,  
(40.851555, -73.952446)",CROSS BRONX EXPY,Unknown,Unknown,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,4408289,Box Truck,Station Wagon/Sport Utility Vehicle,Friday,April,0,2021
2021-04-16,12,BROOKLYN,11207.0,40.707928,-73.784294,"
,  
(40.707928, -73.784294)",JAMAICA AVENUE,Unknown,Unknown,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,4407953,Station Wagon/Sport Utility Vehicle,Sedan,Friday,April,0,2021
2021-04-06,8,BRONX,10466.0,40.891876,-73.8616,"
,  
(40.891876, -73.8616)",Unknown,Unknown,4110      CARPENTER AVENUE,0,0,0,0,0,0,0,0,Outside Car Distraction,Driver Inattention/Distraction,4408391,Sedan,Taxi,Tuesday,April,0,2021
2021-04-15,0,QUEENS,11692.0,40.58947,-73.80105,"
,  
(40.58947, -73.80105)",Unknown,Unknown,207       BEACH 73 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4408204,Sedan,Unknown,Thursday,April,0,2021
2021-04-01,4,MANHATTAN,10016.0,40.74668,-73.9745,"
,  
(40.74668, -73.9745)",2 AVENUE,EAST 37 STREET,Unknown,0,0,0,0,0,0,0,0,Turning Improperly,Turning Improperly,4407870,Sedan,Sedan,Thursday,April,0,2021
2021-04-14,22,BRONX,10458.0,40.85814,-73.895744,"
,  
(40.85814, -73.895744)",EAST 184 STREET,MARION AVENUE,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unknown,4407524,Sedan,Unknown,Wednesday,April,0,2021
2021-04-16,14,BROOKLYN,11206.0,40.708626,-73.94513,"
,  
(40.708626, -73.94513)",MANHATTAN AVENUE,SCHOLES STREET,Unknown,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4408353,Lift Boom,Station Wagon/Sport Utility Vehicle,Friday,April,0,2021
2021-04-14,15,QUEENS,11373.0,40.73464,-73.87421,"
,  
(40.73464, -73.87421)",Unknown,Unknown,89-21     QUEENS BOULEVARD,1,0,0,0,0,0,1,0,Reaction to Uninvolved Vehicle,Following Too Closely,4407445,Sedan,Motorcycle,Wednesday,April,0,2021
2021-04-16,10,BROOKLYN,11210.0,40.62855,-73.952835,"
,  
(40.62855, -73.952835)",Unknown,Unknown,2408      AVENUE I,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4408056,Sedan,Unknown,Friday,April,0,2021
2021-04-14,13,BROOKLYN,11203.0,40.65563,-73.92596,"
,  
(40.65563, -73.92596)",LENOX ROAD,EAST 55 STREET,Unknown,2,0,0,0,0,0,2,0,Unspecified,Unspecified,4407327,Sedan,Station Wagon/Sport Utility Vehicle,Wednesday,April,0,2021
2021-04-16,10,QUEENS,11434.0,40.687046,-73.792114,"
,  
(40.687046, -73.792114)",155 STREET,LINDEN BOULEVARD,Unknown,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4407784,Sedan,Unknown,Friday,April,0,2021
2021-04-14,11,QUEENS,11385.0,40.70326,-73.86474,"
,  
(40.70326, -73.86474)",MYRTLE AVENUE,84 STREET,Unknown,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,Unknown,4407928,Bike,Unknown,Wednesday,April,0,2021
2021-04-14,13,BROOKLYN,11210.0,40.633114,-73.94928,"
,  
(40.633114, -73.94928)",Unknown,Unknown,120       KENILWORTH PLACE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4407454,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Wednesday,April,0,2021
2021-04-14,13,STATEN ISLAND,10304.0,40.62046,-74.07641,"
,  
(40.62046, -74.07641)",Unknown,Unknown,135       VANDERBILT AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4407372,Station Wagon/Sport Utility Vehicle,Unknown,Wednesday,April,0,2021
2021-04-14,21,MANHATTAN,10065.0,40.75964,-73.95817,"
,  
(40.75964, -73.95817)",FDR DRIVE,EAST 61 STREET,Unknown,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,4407444,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Wednesday,April,0,2021
2021-04-13,20,BROOKLYN,11207.0,40.64254,-73.87652,"
,  
(40.64254, -73.87652)",BELT PARKWAY,Unknown,Unknown,2,0,0,0,0,0,2,0,Following Too Closely,Following Too Closely,4407756,Station Wagon/Sport Utility Vehicle,Pick-up Truck,Tuesday,April,0,2021
2021-04-15,10,BROOKLYN,11207.0,40.783146,-73.97833,"
,  
(40.783146, -73.97833)",WEST 79 STREET,Unknown,Unknown,1,0,1,0,0,0,0,0,Passing Too Closely,Unknown,4407620,Sedan,Unknown,Thursday,April,0,2021
2021-04-14,23,QUEENS,11433.0,40.705452,-73.78149,"
,  
(40.705452, -73.78149)",LIBERTY AVENUE,178 STREET,Unknown,6,0,0,0,0,0,6,0,Reaction to Uninvolved Vehicle,Unspecified,4407412,Taxi,Sedan,Wednesday,April,0,2021
2021-04-15,19,BROOKLYN,11207.0,40.74425,-73.7334,"
,  
(40.74425, -73.7334)",CROSS ISLAND PARKWAY,GRAND CENTRAL PARKWAY,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unknown,4407633,Station Wagon/Sport Utility Vehicle,Unknown,Thursday,April,0,2021
2021-04-14,4,MANHATTAN,10017.0,40.75348,-73.980896,"
,  
(40.75348, -73.980896)",WEST 42 STREET,5 AVENUE,Unknown,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,4407119,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Wednesday,April,0,2021
2021-04-14,23,BRONX,10461.0,40.84307,-73.848076,"
,  
(40.84307, -73.848076)",SILVER STREET,EAST TREMONT AVENUE,Unknown,2,0,0,0,0,0,2,0,Unspecified,Unspecified,4407660,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Wednesday,April,0,2021
2021-04-15,12,BROOKLYN,11204.0,40.620914,-73.9753,"
,  
(40.620914, -73.9753)",MC DONALD AVENUE,BAY PARKWAY,Unknown,1,0,0,0,0,0,1,0,Illnes,Unknown,4408154,Sedan,Unknown,Thursday,April,0,2021
2021-04-04,21,MANHATTAN,10027.0,40.80889,-73.95581,"
,  
(40.80889, -73.95581)",Unknown,Unknown,71        MORNINGSIDE AVENUE,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,4407773,Sedan,Sedan,Sunday,April,1,2021
2021-04-15,13,MANHATTAN,10024.0,40.78847,-73.968895,"
,  
(40.78847, -73.968895)",Unknown,Unknown,51        WEST 90 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4407567,Sedan,Station Wagon/Sport Utility Vehicle,Thursday,April,0,2021
2021-04-14,13,QUEENS,11385.0,40.712776,-73.90601,"
,  
(40.712776, -73.90601)",Unknown,Unknown,62-41     FOREST AVENUE,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,4407938,Pick-up Truck,Sedan,Wednesday,April,0,2021
2021-04-16,0,QUEENS,11369.0,40.75868,-73.87552,"
,  
(40.75868, -73.87552)",93 STREET,32 AVENUE,Unknown,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,4407713,Sedan,Unknown,Friday,April,0,2021
2021-04-16,17,QUEENS,11368.0,40.74661,-73.86473,"
,  
(40.74661, -73.86473)",Unknown,Unknown,99-05     43 AVENUE,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,4408208,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Friday,April,0,2021
2021-04-16,16,BRONX,10460.0,40.835705,-73.88875,"
,  
(40.835705, -73.88875)",SOUTHERN BOULEVARD,EAST 173 STREET,Unknown,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,4408043,Sedan,Unknown,Friday,April,0,2021
2021-03-28,18,BROOKLYN,11221.0,40.688404,-73.93803,"
,  
(40.688404, -73.93803)",Unknown,Unknown,562       QUINCY STREET,1,0,1,0,0,0,0,0,Unspecified,Unknown,4408233,Station Wagon/Sport Utility Vehicle,Unknown,Sunday,March,1,2021
2021-04-12,20,QUEENS,11357.0,40.781715,-73.823845,"
,  
(40.781715, -73.823845)",144 STREET,20 AVENUE,Unknown,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,Unknown,4407990,Sedan,Unknown,Monday,April,0,2021
2021-04-02,21,BROOKLYN,11207.0,40.730644,-73.97329,"
,  
(40.730644, -73.97329)",FDR DRIVE,Unknown,Unknown,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,4408079,Sedan,Unknown,Friday,April,0,2021
2021-04-16,15,BROOKLYN,11207.0,40.75218,-73.85201,"
,  
(40.75218, -73.85201)",GRAND CENTRAL PKWY,Unknown,Unknown,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,4408217,Sedan,Station Wagon/Sport Utility Vehicle,Friday,April,0,2021
2021-04-16,15,BROOKLYN,11222.0,40.731422,-73.94641,"
,  
(40.731422, -73.94641)",GREENPOINT AVENUE,HUMBOLDT STREET,Unknown,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,4408331,Sedan,Bike,Friday,April,0,2021
2021-04-15,8,MANHATTAN,10022.0,40.761234,-73.96389,"
,  
(40.761234, -73.96389)",2 AVENUE,EAST 60 STREET,Unknown,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unknown,4407698,Station Wagon/Sport Utility Vehicle,Unknown,Thursday,April,0,2021
2021-04-10,19,BROOKLYN,11212.0,40.668976,-73.90668,"
,  
(40.668976, -73.90668)",STONE AVENUE,BELMONT AVENUE,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4407825,Sedan,fire truck,Saturday,April,1,2021
2021-04-15,18,BROOKLYN,11203.0,40.637276,-73.93177,"
,  
(40.637276, -73.93177)",SCHENECTADY AVENUE,FARRAGUT ROAD,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4408122,Station Wagon/Sport Utility Vehicle,Sedan,Thursday,April,0,2021
2021-04-11,1,BROOKLYN,11207.0,40.788685,-73.94386,"
,  
(40.788685, -73.94386)",2 AVENUE,Unknown,Unknown,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4407838,Sedan,E-Scooter,Sunday,April,1,2021
2021-04-16,22,BROOKLYN,11207.0,40.87356,-73.81853,"
,  
(40.87356, -73.81853)",HUTCHINSON RIVER PARKWAY,Unknown,Unknown,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,4407948,Sedan,Station Wagon/Sport Utility Vehicle,Friday,April,0,2021
2021-04-14,23,MANHATTAN,10029.0,40.795006,-73.9485,"
,  
(40.795006, -73.9485)",Unknown,Unknown,1618      MADISON AVENUE,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,Unknown,4407843,Sedan,Unknown,Wednesday,April,0,2021
2021-04-15,8,BROOKLYN,11207.0,40.820095,-73.955086,"
,  
(40.820095, -73.955086)",WEST 135 STREET,Unknown,Unknown,1,0,0,0,0,0,1,0,Unspecified,Unspecified,4407515,Taxi,Station Wagon/Sport Utility Vehicle,Thursday,April,0,2021
2021-04-14,11,BROOKLYN,11207.0,40.594334,-73.990944,"
,  
(40.594334, -73.990944)",BATH AVENUE,Unknown,Unknown,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,Unknown,4407312,Sedan,Unknown,Wednesday,April,0,2021
2021-04-14,11,BROOKLYN,11207.0,40.666306,-73.79171,"
,  
(40.666306, -73.79171)",BELT PARKWAY,Unknown,Unknown,0,0,0,0,0,0,0,0,Unsafe Speed,Unsafe Lane Changing,4407314,Sedan,Station Wagon/Sport Utility Vehicle,Wednesday,April,0,2021
2021-04-14,12,BROOKLYN,11215.0,40.673008,-73.97851,"
,  
(40.673008, -73.97851)",Unknown,Unknown,162       GARFIELD PLACE,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,4407489,Station Wagon/Sport Utility Vehicle,Sedan,Wednesday,April,0,2021
2021-04-14,0,BROOKLYN,11207.0,40.583626,-73.98407,"
,  
(40.583626, -73.98407)",BELT PARKWAY,Unknown,Unknown,0,0,0,0,0,0,0,0,Unsafe Speed,Unknown,4407656,Station Wagon/Sport Utility Vehicle,Unknown,Wednesday,April,0,2021
2021-04-14,12,BRONX,10468.0,40.874474,-73.90031,"
,  
(40.874474, -73.90031)",WEBB AVENUE,RESERVOIR AVENUE,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4407332,Sedan,Sedan,Wednesday,April,0,2021
2021-04-14,14,BROOKLYN,11204.0,40.633995,-73.98138,"
,  
(40.633995, -73.98138)",Unknown,Unknown,1616      43 STREET,1,0,0,0,0,0,1,0,Unspecified,Unspecified,4407506,Taxi,Station Wagon/Sport Utility Vehicle,Wednesday,April,0,2021
2021-04-14,23,BROOKLYN,11207.0,40.772327,-73.94531,"
,  
(40.772327, -73.94531)",FDR DRIVE,Unknown,Unknown,1,0,0,0,0,0,1,0,Unspecified,Unspecified,4408401,Sedan,Sedan,Wednesday,April,0,2021
2021-04-15,18,BROOKLYN,11206.0,40.704937,-73.94932,"
,  
(40.704937, -73.94932)",Unknown,Unknown,545       BROADWAY,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,4407677,Sedan,Box Truck,Thursday,April,0,2021
2021-04-14,15,BROOKLYN,11232.0,40.653873,-74.008156,"
,  
(40.653873, -74.008156)",39 STREET,3 AVENUE,Unknown,1,0,1,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unknown,4407359,Sedan,Unknown,Wednesday,April,0,2021
2021-04-08,0,BROOKLYN,11207.0,40.677917,-73.93861,"
,  
(40.677917, -73.93861)",ATLANTIC AVENUE,Unknown,Unknown,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,4408266,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Thursday,April,0,2021
2021-04-14,13,BROOKLYN,11223.0,40.59857,-73.9689,"
,  
(40.59857, -73.9689)",Unknown,Unknown,2115      EAST 3 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4407696,Sedan,Sedan,Wednesday,April,0,2021
2021-04-14,6,BROOKLYN,11207.0,40.809563,-73.92923,"
,  
(40.809563, -73.92923)",EAST 135 STREET,3 AVENUE,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4407261,Tractor Truck Diesel,Sedan,Wednesday,April,0,2021
2021-04-16,15,BROOKLYN,11238.0,40.68836,-73.96444,"
,  
(40.68836, -73.96444)",Unknown,Unknown,284       LAFAYETTE AVENUE,1,0,0,0,1,0,0,0,Unspecified,Unspecified,4407857,Sedan,Bike,Friday,April,0,2021
2021-04-14,19,BROOKLYN,11212.0,40.666737,-73.90224,"
,  
(40.666737, -73.90224)",JUNIUS STREET,BLAKE AVENUE,Unknown,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,4407490,Station Wagon/Sport Utility Vehicle,Sedan,Wednesday,April,0,2021
2021-04-14,10,QUEENS,11379.0,40.713173,-73.90076,"
,  
(40.713173, -73.90076)",FRESH POND ROAD,62 ROAD,Unknown,1,0,0,0,0,0,1,0,Unspecified,Unknown,4407788,Station Wagon/Sport Utility Vehicle,Unknown,Wednesday,April,0,2021
2021-04-15,6,QUEENS,11001.0,40.73006,-73.710754,"
,  
(40.73006, -73.710754)",Unknown,Unknown,87-33     LITTLE NECK PARKWAY,0,0,0,0,0,0,0,0,Unspecified,Unknown,4408379,Station Wagon/Sport Utility Vehicle,Unknown,Thursday,April,0,2021
2021-04-13,16,BROOKLYN,11203.0,40.652317,-73.92752,"
,  
(40.652317, -73.92752)",EAST 53 STREET,CHURCH AVENUE,Unknown,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4408103,Station Wagon/Sport Utility Vehicle,Sedan,Tuesday,April,0,2021
2021-04-15,1,BROOKLYN,11207.0,40.76122,-73.93056,"
,  
(40.76122, -73.93056)",CRESCENT STREET,Unknown,Unknown,1,0,0,0,1,0,0,0,Unspecified,Unknown,4408076,Bike,Unknown,Thursday,April,0,2021
2021-04-12,18,BROOKLYN,11207.0,40.588722,-73.960464,"
,  
(40.588722, -73.960464)",CONEY ISLAND AVENUE,Unknown,Unknown,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,4408049,Station Wagon/Sport Utility Vehicle,Sedan,Monday,April,0,2021
2021-04-14,17,BROOKLYN,11207.0,40.643456,-73.972725,"
,  
(40.643456, -73.972725)",BEVERLEY ROAD,Unknown,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4407527,Sedan,Sedan,Wednesday,April,0,2021
2021-04-12,19,BRONX,10467.0,40.865532,-73.86238,"
,  
(40.865532, -73.86238)",ALLERTON AVENUE,BOSTON ROAD,Unknown,0,0,0,0,0,0,0,0,Other Vehicular,Unknown,4407836,Sedan,Unknown,Monday,April,0,2021
2021-04-16,16,BROOKLYN,11207.0,40.67612,-73.936005,"
,  
(40.67612, -73.936005)",TROY AVENUE,Unknown,Unknown,1,0,1,0,0,0,0,0,Unspecified,Unknown,4408274,Station Wagon/Sport Utility Vehicle,Unknown,Friday,April,0,2021
2021-04-15,9,BROOKLYN,11207.0,40.620663,-74.1524,"
,  
(40.620663, -74.1524)",RICHMOND AVENUE,ANITA STREET,Unknown,1,0,0,0,0,0,1,0,Unsafe Lane Changing,Unspecified,4407547,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Thursday,April,0,2021
2021-04-15,13,QUEENS,11378.0,40.72166,-73.888664,"
,  
(40.72166, -73.888664)",Unknown,Unknown,60-74     70 STREET,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,4407815,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Thursday,April,0,2021
2021-04-14,17,QUEENS,11426.0,40.733723,-73.72516,"
,  
(40.733723, -73.72516)",Unknown,Unknown,241-15    HILLSIDE AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4408375,Sedan,Sedan,Wednesday,April,0,2021
2021-04-14,9,BROOKLYN,11207.0,40.745686,-73.97213,"
,  
(40.745686, -73.97213)",EAST 37 STREET,QUEENS MIDTOWN TUNNEL EXIT,Unknown,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4407279,Station Wagon/Sport Utility Vehicle,Sedan,Wednesday,April,0,2021
2021-04-14,0,BRONX,10463.0,40.875294,-73.9088,"
,  
(40.875294, -73.9088)",Unknown,Unknown,5240      BROADWAY,0,0,0,0,0,0,0,0,Unspecified,Unknown,4407331,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Wednesday,April,0,2021
2021-04-15,16,BRONX,10454.0,40.803555,-73.91184,"
,  
(40.803555, -73.91184)",WILLOW AVENUE,EAST 137 STREET,Unknown,1,0,0,0,0,0,1,0,Unspecified,Unspecified,4407686,Sedan,Sedan,Thursday,April,0,2021
2021-04-15,19,BROOKLYN,11207.0,40.7605,-73.95699,"
,  
(40.7605, -73.95699)",FDR DRIVE,Unknown,Unknown,0,0,0,0,0,0,0,0,Pavement Slippery,Following Too Closely,4408398,Sedan,Station Wagon/Sport Utility Vehicle,Thursday,April,0,2021
2021-04-16,0,BROOKLYN,11207.0,40.661995,-73.91959,"
,  
(40.661995, -73.91959)",EAST 98 STREET,TAPSCOTT STREET,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unknown,4408066,Sedan,Unknown,Friday,April,0,2021
2021-04-16,13,BROOKLYN,11205.0,40.69045,-73.959435,"
,  
(40.69045, -73.959435)",DE KALB AVENUE,TAAFFE PLACE,Unknown,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,4408309,Station Wagon/Sport Utility Vehicle,Box Truck,Friday,April,0,2021
2021-04-16,11,BROOKLYN,11212.0,40.658672,-73.90019,"
,  
(40.658672, -73.90019)",NEW LOTS AVENUE,JUNIUS STREET,Unknown,1,0,1,0,0,0,0,0,Unspecified,Unknown,4408068,Station Wagon/Sport Utility Vehicle,Unknown,Friday,April,0,2021
2021-04-15,22,BROOKLYN,11207.0,40.711227,-73.72826,"
,  
(40.711227, -73.72826)",CROSS ISLAND PARKWAY,HEMPSTEAD AVENUE,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4407691,Station Wagon/Sport Utility Vehicle,Unknown,Thursday,April,0,2021
2021-04-14,13,BROOKLYN,11206.0,40.700485,-73.93637,"
,  
(40.700485, -73.93637)",BUSHWICK AVENUE,GARDEN STREET,Unknown,1,0,0,0,1,0,0,0,Following Too Closely,Unspecified,4407353,Bike,Station Wagon/Sport Utility Vehicle,Wednesday,April,0,2021
2021-04-14,18,BRONX,10455.0,40.816555,-73.91755,"
,  
(40.816555, -73.91755)",Unknown,Unknown,560       MELROSE AVENUE,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,4407433,Station Wagon/Sport Utility Vehicle,Unknown,Wednesday,April,0,2021
2021-04-15,22,BROOKLYN,11207.0,40.861862,-73.91282,"
,  
(40.861862, -73.91282)",WEST FORDHAM ROAD,Unknown,Unknown,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Traffic Control Disregarded,4407679,Sedan,Sedan,Thursday,April,0,2021
2021-04-14,22,BRONX,10469.0,40.875793,-73.85465,"
,  
(40.875793, -73.85465)",Unknown,Unknown,3574      LACONIA AVENUE,0,0,0,0,0,0,0,0,Other Vehicular,Unknown,4407566,Sedan,Unknown,Wednesday,April,0,2021
2021-04-16,6,QUEENS,11434.0,40.68657,-73.776146,"
,  
(40.68657, -73.776146)",171 STREET,FOCH BOULEVARD,Unknown,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4408026,Sedan,Unknown,Friday,April,0,2021
2021-04-14,17,BROOKLYN,11232.0,40.654705,-74.00731,"
,  
(40.654705, -74.00731)",Unknown,Unknown,976       3 AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unknown,4407651,Sedan,Unknown,Wednesday,April,0,2021
